label	lastfm_URI	DBpedia16_URI
Chuck Berry	http://www.last.fm/music/Chuck+Berry	http://dbpedia.org/resource/Chuck_Berry
Charles Aznavour	http://www.last.fm/music/Charles+Aznavour	http://dbpedia.org/resource/Charles_Aznavour
Ennio Morricone	http://www.last.fm/music/Ennio+Morricone	http://dbpedia.org/resource/Ennio_Morricone
Prince	http://www.last.fm/music/Prince	http://dbpedia.org/resource/Prince_(musician)
Iron & Wine	http://www.last.fm/music/Iron%2B%2526%2BWine	http://dbpedia.org/resource/Iron_&_Wine
Aphex Twin	http://www.last.fm/music/Aphex+Twin	http://dbpedia.org/resource/Aphex_Twin
Kings of Convenience	http://www.last.fm/music/Kings+of+Convenience	http://dbpedia.org/resource/Kings_of_Convenience
Beastie Boys	http://www.last.fm/music/Beastie+Boys	http://dbpedia.org/resource/Beastie_Boys
José González	http://www.last.fm/music/Jos%C3%A9+Gonz%C3%A1lez	
Jethro Tull	http://www.last.fm/music/Jethro+Tull	http://dbpedia.org/resource/Jethro_Tull_(band)
Nick Drake	http://www.last.fm/music/Nick+Drake	http://dbpedia.org/resource/Nick_Drake
Miles Davis	http://www.last.fm/music/Miles+Davis	http://dbpedia.org/resource/Miles_Davis
Talking Heads	http://www.last.fm/music/Talking+Heads	http://dbpedia.org/resource/Talking_Heads
John Coltrane	http://www.last.fm/music/John+Coltrane	http://dbpedia.org/resource/John_Coltrane
Elliott Smith	http://www.last.fm/music/Elliott+Smith	http://dbpedia.org/resource/Elliott_Smith
Squarepusher	http://www.last.fm/music/Squarepusher	http://dbpedia.org/resource/Squarepusher
The Roots	http://www.last.fm/music/The+Roots	http://dbpedia.org/resource/The_Roots
Belle and Sebastian	http://www.last.fm/music/Belle+and+Sebastian	
A Tribe Called Quest	http://www.last.fm/music/A+Tribe+Called+Quest	http://dbpedia.org/resource/A_Tribe_Called_Quest
Pulp	http://www.last.fm/music/Pulp	http://dbpedia.org/resource/Pulp_(band)
The Album Leaf	http://www.last.fm/music/The+Album+Leaf	http://dbpedia.org/resource/The_Album_Leaf
Sufjan Stevens	http://www.last.fm/music/Sufjan+Stevens	http://dbpedia.org/resource/Sufjan_Stevens
Thelonious Monk	http://www.last.fm/music/Thelonious+Monk	http://dbpedia.org/resource/Thelonious_Monk
Saint Etienne	http://www.last.fm/music/Saint+Etienne	http://dbpedia.org/resource/Saint_Etienne_(band)
of Montreal	http://www.last.fm/music/of+Montreal	http://dbpedia.org/resource/Of_Montreal
Neil Young	http://www.last.fm/music/Neil+Young	http://dbpedia.org/resource/Neil_Young
Einstürzende Neubauten	http://www.last.fm/music/Einst%C3%BCrzende+Neubauten	
Explosions in the Sky	http://www.last.fm/music/Explosions+in+the+Sky	http://dbpedia.org/resource/Explosions_in_the_Sky
Teen Angels	http://www.last.fm/music/Teen+Angels	http://dbpedia.org/resource/Teen_Angels
Helena Paparizou	http://www.last.fm/music/Helena+Paparizou	http://dbpedia.org/resource/Elena_Paparizou
Kalomoira	http://www.last.fm/music/Kalomoira	http://dbpedia.org/resource/Kalomira
Laura Pausini	http://www.last.fm/music/Laura+Pausini	http://dbpedia.org/resource/Laura_Pausini
Inna	http://www.last.fm/music/Inna	http://dbpedia.org/resource/Inna
RBD	http://www.last.fm/music/RBD	http://dbpedia.org/resource/RBD
Hadise	http://www.last.fm/music/Hadise	http://dbpedia.org/resource/Hadise
Dima Bilan	http://www.last.fm/music/Dima+Bilan	http://dbpedia.org/resource/Dima_Bilan
Stromae	http://www.last.fm/music/Stromae	http://dbpedia.org/resource/Stromae
Eric Saade	http://www.last.fm/music/Eric+Saade	http://dbpedia.org/resource/Eric_Saade
Darin	http://www.last.fm/music/Darin	http://dbpedia.org/resource/Darin_Zanyar
Yohanna	http://www.last.fm/music/Yohanna	
Lights	http://www.last.fm/music/Lights	http://dbpedia.org/resource/Lights_(musician)
John Mayer	http://www.last.fm/music/John+Mayer	http://dbpedia.org/resource/John_Mayer
Nick Jonas & The Administration	http://www.last.fm/music/Nick%2BJonas%2B%2526%2BThe%2BAdministration	http://dbpedia.org/resource/Nick_Jonas_&_the_Administration
All Time Low	http://www.last.fm/music/All+Time+Low	http://dbpedia.org/resource/All_Time_Low
Honor Society	http://www.last.fm/music/Honor+Society	http://dbpedia.org/resource/Honor_Society_(band)
Marina & the Diamonds	http://www.last.fm/music/Marina%2B%2526%2Bthe%2BDiamonds	http://dbpedia.org/resource/Marina_and_the_Diamonds
Mitchel Musso	http://www.last.fm/music/Mitchel+Musso	http://dbpedia.org/resource/Mitchel_Musso
Hey Monday	http://www.last.fm/music/Hey+Monday	http://dbpedia.org/resource/Hey_Monday
Darren Criss	http://www.last.fm/music/Darren+Criss	
The Pierces	http://www.last.fm/music/The+Pierces	http://dbpedia.org/resource/The_Pierces
Sia	http://www.last.fm/music/Sia	http://dbpedia.org/resource/Sia_Boss
Esmée Denters	http://www.last.fm/music/Esm%C3%A9e+Denters	
Engenheiros do Hawaii	http://www.last.fm/music/Engenheiros+do+Hawaii	http://dbpedia.org/resource/Engenheiros_do_Hawaii
Capital Inicial	http://www.last.fm/music/Capital+Inicial	http://dbpedia.org/resource/Capital_Inicial
Black Label Society	http://www.last.fm/music/Black+Label+Society	http://dbpedia.org/resource/Black_Label_Society
Mark Knopfler	http://www.last.fm/music/Mark+Knopfler	http://dbpedia.org/resource/Mark_Knopfler
Dire Straits	http://www.last.fm/music/Dire+Straits	http://dbpedia.org/resource/Dire_Straits
Legião Urbana	http://www.last.fm/music/Legi%C3%A3o+Urbana	
Kaiser Chiefs	http://www.last.fm/music/Kaiser+Chiefs	http://dbpedia.org/resource/Kaiser_Chiefs
Electric Light Orchestra	http://www.last.fm/music/Electric+Light+Orchestra	http://dbpedia.org/resource/Electric_Light_Orchestra
Johnny Cash	http://www.last.fm/music/Johnny+Cash	http://dbpedia.org/resource/Johnny_Cash
Social Distortion	http://www.last.fm/music/Social+Distortion	http://dbpedia.org/resource/Social_Distortion
ATB	http://www.last.fm/music/ATB	http://dbpedia.org/resource/ATB
Ozzy Osbourne	http://www.last.fm/music/Ozzy+Osbourne	http://dbpedia.org/resource/Ozzy_Osbourne
Titãs	http://www.last.fm/music/Tit%C3%A3s	
Apocalyptica	http://www.last.fm/music/Apocalyptica	http://dbpedia.org/resource/Apocalyptica
Era	http://www.last.fm/music/Era	http://dbpedia.org/resource/Era_(musical_project)
Eric Clapton	http://www.last.fm/music/Eric+Clapton	http://dbpedia.org/resource/Eric_Clapton
Eagles	http://www.last.fm/music/Eagles	http://dbpedia.org/resource/Eagles_(band)
Alice Cooper	http://www.last.fm/music/Alice+Cooper	http://dbpedia.org/resource/Alice_Cooper
John Lennon	http://www.last.fm/music/John+Lennon	http://dbpedia.org/resource/John_Lennon
Bruce Springsteen	http://www.last.fm/music/Bruce+Springsteen	http://dbpedia.org/resource/Bruce_Springsteen
Trans-Siberian Orchestra	http://www.last.fm/music/Trans-Siberian+Orchestra	http://dbpedia.org/resource/Trans-Siberian_Orchestra
Autechre	http://www.last.fm/music/Autechre	http://dbpedia.org/resource/Autechre
Carbon Based Lifeforms	http://www.last.fm/music/Carbon+Based+Lifeforms	http://dbpedia.org/resource/Carbon_Based_Lifeforms
Boards of Canada	http://www.last.fm/music/Boards+of+Canada	http://dbpedia.org/resource/Boards_of_Canada
Casino Versus Japan	http://www.last.fm/music/Casino+Versus+Japan	
Jesu	http://www.last.fm/music/Jesu	http://dbpedia.org/resource/Jesu
Boris	http://www.last.fm/music/Boris	http://dbpedia.org/resource/Boris_(band)
Maximum the Hormone	http://www.last.fm/music/Maximum+the+Hormone	http://dbpedia.org/resource/Maximum_the_Hormone
65daysofstatic	http://www.last.fm/music/65daysofstatic	http://dbpedia.org/resource/65daysofstatic
Arovane	http://www.last.fm/music/Arovane	http://dbpedia.org/resource/Arovane
Психея	http://www.last.fm/music/%D0%9F%D1%81%D0%B8%D1%85%D0%B5%D1%8F	
#####	http://www.last.fm/music/%2523%2523%2523%2523%2523	
Mono	http://www.last.fm/music/Mono	http://dbpedia.org/resource/Mono_(Japanese_band)
Gridlock	http://www.last.fm/music/Gridlock	http://dbpedia.org/resource/Gridlock_(band)
Enter Shikari	http://www.last.fm/music/Enter+Shikari	http://dbpedia.org/resource/Enter_Shikari
Isis	http://www.last.fm/music/Isis	http://dbpedia.org/resource/Isis_(horn-rock_band)
HORSE the band	http://www.last.fm/music/HORSE+the+band	http://dbpedia.org/resource/Horse_the_Band
Proem	http://www.last.fm/music/Proem	
The Crystal Method	http://www.last.fm/music/The+Crystal+Method	http://dbpedia.org/resource/The_Crystal_Method
Ochre	http://www.last.fm/music/Ochre	http://dbpedia.org/resource/Ochre_(musician)
Bring Me The Horizon	http://www.last.fm/music/Bring+Me+The+Horizon	http://dbpedia.org/resource/Bring_Me_the_Horizon
Solar Fields	http://www.last.fm/music/Solar+Fields	http://dbpedia.org/resource/Solar_Fields
Fear Factory	http://www.last.fm/music/Fear+Factory	http://dbpedia.org/resource/Fear_Factory
Mandy Moore	http://www.last.fm/music/Mandy+Moore	http://dbpedia.org/resource/Mandy_Moore
Paulina Rubio	http://www.last.fm/music/Paulina+Rubio	http://dbpedia.org/resource/Paulina_Rubio
Fey	http://www.last.fm/music/Fey	http://dbpedia.org/resource/Fey_(singer)
Dannii Minogue	http://www.last.fm/music/Dannii+Minogue	http://dbpedia.org/resource/Dannii_Minogue
Belinda	http://www.last.fm/music/Belinda	http://dbpedia.org/resource/Belinda_Peregr%25C3%25ADn
Marie Serneholt	http://www.last.fm/music/Marie+Serneholt	http://dbpedia.org/resource/Marie_Serneholt
Thalía	http://www.last.fm/music/Thal%C3%ADa	
Hannah Montana	http://www.last.fm/music/Hannah+Montana	http://dbpedia.org/resource/Miley_Cyrus
A*Teens	http://www.last.fm/music/A%2ATeens	http://dbpedia.org/resource/A-Teens
Gloria Trevi	http://www.last.fm/music/Gloria+Trevi	http://dbpedia.org/resource/Gloria_Trevi
Emily Osment	http://www.last.fm/music/Emily+Osment	http://dbpedia.org/resource/Emily_Osment
Geri Halliwell	http://www.last.fm/music/Geri+Halliwell	http://dbpedia.org/resource/Geri_Halliwell
Atomic Kitten	http://www.last.fm/music/Atomic+Kitten	http://dbpedia.org/resource/Atomic_Kitten
Anahí	http://www.last.fm/music/Anah%C3%AD	
Five	http://www.last.fm/music/Five	http://dbpedia.org/resource/Five_(band)
Darkest Hour	http://www.last.fm/music/Darkest+Hour	http://dbpedia.org/resource/Darkest_Hour_(band)
Parkway Drive	http://www.last.fm/music/Parkway+Drive	http://dbpedia.org/resource/Parkway_Drive
Soilwork	http://www.last.fm/music/Soilwork	http://dbpedia.org/resource/Soilwork
Rise Against	http://www.last.fm/music/Rise+Against	http://dbpedia.org/resource/Rise_Against
The Black Dahlia Murder	http://www.last.fm/music/The+Black+Dahlia+Murder	http://dbpedia.org/resource/The_Black_Dahlia_Murder_(band)
All That Remains	http://www.last.fm/music/All+That+Remains	http://dbpedia.org/resource/All_That_Remains_(band)
Sonic Syndicate	http://www.last.fm/music/Sonic+Syndicate	http://dbpedia.org/resource/Sonic_Syndicate
Dark Tranquillity	http://www.last.fm/music/Dark+Tranquillity	http://dbpedia.org/resource/Dark_Tranquillity
As I Lay Dying	http://www.last.fm/music/As+I+Lay+Dying	http://dbpedia.org/resource/As_I_Lay_Dying_(band)
Caliban	http://www.last.fm/music/Caliban	http://dbpedia.org/resource/Caliban_(band)
Killswitch Engage	http://www.last.fm/music/Killswitch+Engage	http://dbpedia.org/resource/Killswitch_Engage
A Day to Remember	http://www.last.fm/music/A+Day+to+Remember	http://dbpedia.org/resource/A_Day_to_Remember
36 Crazyfists	http://www.last.fm/music/36+Crazyfists	http://dbpedia.org/resource/36_Crazyfists
At the Gates	http://www.last.fm/music/At+the+Gates	http://dbpedia.org/resource/At_the_Gates
Amon Amarth	http://www.last.fm/music/Amon+Amarth	http://dbpedia.org/resource/Amon_Amarth
August Burns Red	http://www.last.fm/music/August+Burns+Red	http://dbpedia.org/resource/August_Burns_Red
Ensiferum	http://www.last.fm/music/Ensiferum	http://dbpedia.org/resource/Ensiferum
Whitechapel	http://www.last.fm/music/Whitechapel	http://dbpedia.org/resource/Whitechapel_(band)
Divine Heresy	http://www.last.fm/music/Divine+Heresy	http://dbpedia.org/resource/Divine_Heresy
It Prevails	http://www.last.fm/music/It+Prevails	http://dbpedia.org/resource/It_Prevails
Atreyu	http://www.last.fm/music/Atreyu	http://dbpedia.org/resource/Atreyu_(band)
Emmure	http://www.last.fm/music/Emmure	http://dbpedia.org/resource/Emmure
I Killed the Prom Queen	http://www.last.fm/music/I+Killed+the+Prom+Queen	http://dbpedia.org/resource/I_Killed_the_Prom_Queen
Five Finger Death Punch	http://www.last.fm/music/Five+Finger+Death+Punch	http://dbpedia.org/resource/Five_Finger_Death_Punch
Scar Symmetry	http://www.last.fm/music/Scar+Symmetry	http://dbpedia.org/resource/Scar_Symmetry
Eluveitie	http://www.last.fm/music/Eluveitie	http://dbpedia.org/resource/Eluveitie
All Shall Perish	http://www.last.fm/music/All+Shall+Perish	http://dbpedia.org/resource/All_Shall_Perish
Millencolin	http://www.last.fm/music/Millencolin	http://dbpedia.org/resource/Millencolin
Despised Icon	http://www.last.fm/music/Despised+Icon	http://dbpedia.org/resource/Despised_Icon
Pantera	http://www.last.fm/music/Pantera	http://dbpedia.org/resource/Pantera
The Dillinger Escape Plan	http://www.last.fm/music/The+Dillinger+Escape+Plan	http://dbpedia.org/resource/The_Dillinger_Escape_Plan
Lamb of God	http://www.last.fm/music/Lamb+of+God	http://dbpedia.org/resource/Lamb_of_God_(band)
Haste the Day	http://www.last.fm/music/Haste+the+Day	http://dbpedia.org/resource/Haste_the_Day
Manic Street Preachers	http://www.last.fm/music/Manic+Street+Preachers	http://dbpedia.org/resource/Manic_Street_Preachers
The Stranglers	http://www.last.fm/music/The+Stranglers	http://dbpedia.org/resource/The_Stranglers
Alice in Chains	http://www.last.fm/music/Alice+in+Chains	http://dbpedia.org/resource/Alice_in_Chains
Jane's Addiction	http://www.last.fm/music/Jane%27s+Addiction	http://dbpedia.org/resource/Jane's_Addiction
Soundgarden	http://www.last.fm/music/Soundgarden	http://dbpedia.org/resource/Soundgarden
PJ Harvey	http://www.last.fm/music/PJ+Harvey	http://dbpedia.org/resource/PJ_Harvey
Pixies	http://www.last.fm/music/Pixies	http://dbpedia.org/resource/Pixies
Stone Temple Pilots	http://www.last.fm/music/Stone+Temple+Pilots	http://dbpedia.org/resource/Stone_Temple_Pilots
Killing Joke	http://www.last.fm/music/Killing+Joke	http://dbpedia.org/resource/Killing_Joke
Primal Scream	http://www.last.fm/music/Primal+Scream	http://dbpedia.org/resource/Primal_Scream
The Velvet Underground	http://www.last.fm/music/The+Velvet+Underground	http://dbpedia.org/resource/The_Velvet_Underground
Ministry	http://www.last.fm/music/Ministry	http://dbpedia.org/resource/Ministry_(band)
Republika	http://www.last.fm/music/Republika	
Virgin Prunes	http://www.last.fm/music/Virgin+Prunes	http://dbpedia.org/resource/Virgin_Prunes
Nick Cave and the Bad Seeds	http://www.last.fm/music/Nick+Cave+and+the+Bad+Seeds	http://dbpedia.org/resource/Nick_Cave_and_the_Bad_Seeds
Afghan Whigs	http://www.last.fm/music/Afghan+Whigs	http://dbpedia.org/resource/The_Afghan_Whigs
New Model Army	http://www.last.fm/music/New+Model+Army	http://dbpedia.org/resource/New_Model_Army_(band)
Roxy Music	http://www.last.fm/music/Roxy+Music	http://dbpedia.org/resource/Roxy_Music
Bauhaus	http://www.last.fm/music/Bauhaus	http://dbpedia.org/resource/Bauhaus_(band)
Alphaville	http://www.last.fm/music/Alphaville	http://dbpedia.org/resource/Alphaville_(band)
Wolfsheim	http://www.last.fm/music/Wolfsheim	http://dbpedia.org/resource/Wolfsheim_(band)
Can	http://www.last.fm/music/Can	http://dbpedia.org/resource/Can_(band)
Nitzer Ebb	http://www.last.fm/music/Nitzer+Ebb	http://dbpedia.org/resource/Nitzer_Ebb
Kyuss	http://www.last.fm/music/Kyuss	http://dbpedia.org/resource/Kyuss
The Jesus Lizard	http://www.last.fm/music/The+Jesus+Lizard	http://dbpedia.org/resource/The_Jesus_Lizard
Tiamat	http://www.last.fm/music/Tiamat	http://dbpedia.org/resource/Tiamat_(band)
Tracy Chapman	http://www.last.fm/music/Tracy+Chapman	http://dbpedia.org/resource/Tracy_Chapman
Dragonette	http://www.last.fm/music/Dragonette	http://dbpedia.org/resource/Dragonette
New Young Pony Club	http://www.last.fm/music/New+Young+Pony+Club	http://dbpedia.org/resource/NYPC
Cyndi Lauper	http://www.last.fm/music/Cyndi+Lauper	http://dbpedia.org/resource/Cyndi_Lauper
Jewel	http://www.last.fm/music/Jewel	http://dbpedia.org/resource/Jewel_(singer)
Dixie Chicks	http://www.last.fm/music/Dixie+Chicks	http://dbpedia.org/resource/Dixie_Chicks
Chew Lips	http://www.last.fm/music/Chew+Lips	http://dbpedia.org/resource/Chew_Lips
Noisettes	http://www.last.fm/music/Noisettes	http://dbpedia.org/resource/Noisettes
Tegan and Sara	http://www.last.fm/music/Tegan+and+Sara	http://dbpedia.org/resource/Tegan_and_Sara
Missy Higgins	http://www.last.fm/music/Missy+Higgins	http://dbpedia.org/resource/Missy_Higgins
Annie Lennox	http://www.last.fm/music/Annie+Lennox	http://dbpedia.org/resource/Annie_Lennox
VV Brown	http://www.last.fm/music/VV+Brown	http://dbpedia.org/resource/V_V_Brown
Crowded House	http://www.last.fm/music/Crowded+House	http://dbpedia.org/resource/Crowded_House
Girls Aloud	http://www.last.fm/music/Girls+Aloud	http://dbpedia.org/resource/Girls_Aloud
Vanessa Hudgens	http://www.last.fm/music/Vanessa+Hudgens	http://dbpedia.org/resource/Vanessa_Hudgens
Delta Goodrem	http://www.last.fm/music/Delta+Goodrem	http://dbpedia.org/resource/Delta_Goodrem
John Williams	http://www.last.fm/music/John+Williams	http://dbpedia.org/resource/John_Williams_(guitarist)
Rachel Stevens	http://www.last.fm/music/Rachel+Stevens	http://dbpedia.org/resource/Rachel_Stevens
Carter Burwell	http://www.last.fm/music/Carter+Burwell	
Medina	http://www.last.fm/music/Medina	http://dbpedia.org/resource/Medina_(singer)
Alexandra Burke	http://www.last.fm/music/Alexandra+Burke	http://dbpedia.org/resource/Alexandra_Burke
Savatage	http://www.last.fm/music/Savatage	http://dbpedia.org/resource/Savatage
Dream Theater	http://www.last.fm/music/Dream+Theater	http://dbpedia.org/resource/Dream_Theater
Bruce Dickinson	http://www.last.fm/music/Bruce+Dickinson	http://dbpedia.org/resource/Bruce_Dickinson
Children of Bodom	http://www.last.fm/music/Children+of+Bodom	http://dbpedia.org/resource/Children_of_Bodom
Angra	http://www.last.fm/music/Angra	http://dbpedia.org/resource/Angra_(band)
Helloween	http://www.last.fm/music/Helloween	http://dbpedia.org/resource/Helloween
Dr. Sin	http://www.last.fm/music/Dr.+Sin	http://dbpedia.org/resource/Dr._Sin
Matanza	http://www.last.fm/music/Matanza	http://dbpedia.org/resource/Matanza_(band)
Kamelot	http://www.last.fm/music/Kamelot	http://dbpedia.org/resource/Kamelot
Stratovarius	http://www.last.fm/music/Stratovarius	http://dbpedia.org/resource/Stratovarius
Rage	http://www.last.fm/music/Rage	http://dbpedia.org/resource/Rage
Iced Earth	http://www.last.fm/music/Iced+Earth	http://dbpedia.org/resource/Iced_Earth
Nevermore	http://www.last.fm/music/Nevermore	http://dbpedia.org/resource/Nevermore
Symphony X	http://www.last.fm/music/Symphony+X	http://dbpedia.org/resource/Symphony_X
Journey	http://www.last.fm/music/Journey	http://dbpedia.org/resource/Journey_(band)
Avantasia	http://www.last.fm/music/Avantasia	http://dbpedia.org/resource/Avantasia
Testament	http://www.last.fm/music/Testament	http://dbpedia.org/resource/Testament_(band)
Death	http://www.last.fm/music/Death	http://dbpedia.org/resource/Death_(metal_band)
Skid Row	http://www.last.fm/music/Skid+Row	http://dbpedia.org/resource/Skid_Row_(Irish_band)
Arch Enemy	http://www.last.fm/music/Arch+Enemy	http://dbpedia.org/resource/Arch_Enemy
