label	LibraryThing_URI	DBpedia16_URI
The Descendants (2007)	https://www.librarything.com/work/2499168	
Au Revoir to All That: Food, Wine, and the End of France (2009)	https://www.librarything.com/work/8158751	
Final Salute: A Story of Unfinished Lives	https://www.librarything.com/work/4959581	
Everything for a Dog	https://www.librarything.com/work/8370166	
The Jane Austen Handbook: Proper Life Skills from Regency England	https://www.librarything.com/work/3005871	
Dream Boy (1995)	https://www.librarything.com/work/20214	http://dbpedia.org/resource/Dream_Boy
One Bloody Thing After Another	https://www.librarything.com/work/9806775	
Owly Volume 1: The Way Home & The Bittersweet Summer	https://www.librarything.com/work/695443	
Plague	https://www.librarything.com/work/10167980	
As Good as Anybody	https://www.librarything.com/work/4990974	
Sex With Kings (2004)	https://www.librarything.com/work/45171	
The Apple: Based on the Herman Rosenblat Holocaust Love Story	https://www.librarything.com/work/8533529	
When the Tripods Came (1988)	https://www.librarything.com/work/51475	
The Bishop's Man (2009)	https://www.librarything.com/work/8638089	
Darth Vader and Son (2012)	https://www.librarything.com/work/12475480	
Love Ya Bunches	https://www.librarything.com/work/8603661	
Night of the Loving Dead	https://www.librarything.com/work/7674151	
Grass	https://www.librarything.com/work/20786	http://dbpedia.org/resource/A_Grass_Rope
Night Watch (Tall, Dark & Dangerous, Book 11)	https://www.librarything.com/work/401834	http://dbpedia.org/resource/Night_Watch_(Lukyanenko_novel)
Frogs	https://www.librarything.com/work/4908909	
303 Squadron: The Legendary Battle of Britain Fighter Squadron (1942)	https://www.librarything.com/work/5427029	
Unorthodox: The Scandalous Rejection of My Hasidic Roots	https://www.librarything.com/work/11854784	
Blacksad: Arctic Nation	https://www.librarything.com/work/980992	
The Good Apprentice (1985)	https://www.librarything.com/work/12944	http://dbpedia.org/resource/The_Good_Apprentice
Isaac's Torah (2000)	https://www.librarything.com/work/5569407	
The Hounds of the Morrigan (1985)	https://www.librarything.com/work/56700	http://dbpedia.org/resource/The_Hounds_of_the_Morrigan
"Frankly, My Dear: ""Gone with the Wind"" Revisited"	https://www.librarything.com/work/7956059	
Girl, Stolen	https://www.librarything.com/work/9727233	
Color: A Natural History of the Palette (2002)	https://www.librarything.com/work/43634	
Ignorance (2000)	https://www.librarything.com/work/5136	http://dbpedia.org/resource/Ignorance_(novel)
Mike Nelson's Movie Megacheese (2000)	https://www.librarything.com/work/37344	
The Fabric of the Cosmos: Space, Time, and the Texture of Reality (2004)	https://www.librarything.com/work/28066	http://dbpedia.org/resource/The_Fabric_of_the_Cosmos
The Nimrod Flipout: Stories (2002)	https://www.librarything.com/work/800376	
Agent 6 (2013)	https://www.librarything.com/work/10070136	
Dave Barry's Money Secrets : Like, Why is There a Giant Eyeball on the… (2006)	https://www.librarything.com/work/176413	
Dark Banquet: Blood and the Curious Lives of Blood-Feeding Creatures (2008)	https://www.librarything.com/work/5456105	
Pastures Green (2007)	https://www.librarything.com/work/3621345	
Blind Eye (2009)	https://www.librarything.com/work/7684821	
Secrets of the Baby Whisperer: How to Calm, Connect, and Communicate with…	https://www.librarything.com/work/16027	
A Newer Testament: Misanthropology Unleashed	https://www.librarything.com/work/7088090	
Beach Road	https://www.librarything.com/work/474018	
Headlong (1999)	https://www.librarything.com/work/65569	http://dbpedia.org/resource/Headlong_(Ings_novel)
Midnight City: A Conquered Earth Novel	https://www.librarything.com/work/12710595	
In the Country of Men (2006)	https://www.librarything.com/work/1245974	http://dbpedia.org/resource/In_the_Country_of_Men
The Night Is for Hunting (1999)	https://www.librarything.com/work/358404	
The Spirit Ring (1992)	https://www.librarything.com/work/35784	http://dbpedia.org/resource/The_Spirit_Ring
Light of the Moon	https://www.librarything.com/work/4110398	
Something Missing	https://www.librarything.com/work/8072206	
Listen to the Wind: The Story of Dr. Greg & Three Cups of Tea (2009)	https://www.librarything.com/work/7701765	
The House on Fortune Street	https://www.librarything.com/work/4684396	
Chasing the Night	https://www.librarything.com/work/9787614	
The Pregnancy Project: A Memoir	https://www.librarything.com/work/12122890	
Passion Blue	https://www.librarything.com/work/12699908	
The Things I Do For You	https://www.librarything.com/work/12652802	
Picture This	https://www.librarything.com/work/12442915	
Troll's Eye View: A Book of Villainous Tales	https://www.librarything.com/work/7708240	
The Double Helix: A Personal Account of the Discovery of the Structure of… (1969)	https://www.librarything.com/work/11624	
Real World	https://www.librarything.com/work/5267098	
Searching for Dragons (1991)	https://www.librarything.com/work/5895	
Stink and the Incredible Super-Galactic Jawbreaker	https://www.librarything.com/work/1576574	
Apollyon	https://www.librarything.com/work/11953155	
22 Britannia Road	https://www.librarything.com/work/10833811	
Spanish Dagger	https://www.librarything.com/work/995356	
Fudge-a-Mania (1990)	https://www.librarything.com/work/45361	http://dbpedia.org/resource/Fudge-a-Mania
Stitch 'N Bitch Crochet: The Happy Hooker (2006)	https://www.librarything.com/work/32580	
Fluke (1977)	https://www.librarything.com/work/170197	http://dbpedia.org/resource/Fluke,_or,_I_Know_Why_the_Winged_Whale_Sings
What Nurses Know ... Chronic Fatigue Syndrome	https://www.librarything.com/work/11832065	
The Wonder Bread Summer	https://www.librarything.com/work/13547205	
The Ginger Man (1955)	https://www.librarything.com/work/12942	
The Stuff of Thought: Language as a Window into Human Nature (2007)	https://www.librarything.com/work/3005635	
Live and Let Die (1954)	https://www.librarything.com/work/43311	http://dbpedia.org/resource/Live_and_Let_Die_(novel)
The Laws of Harmony	https://www.librarything.com/work/7641125	
Bad Things	https://www.librarything.com/work/7540242	
A Shortage of Bodies	https://www.librarything.com/work/11939575	
Thirteen ways of looking at the novel	https://www.librarything.com/work/93614	
The Practice of the Presence of God	https://www.librarything.com/work/32705	http://dbpedia.org/resource/The_Practice_of_the_Presence_of_God
Monoculture: How One Story is Changing Everything (2011)	https://www.librarything.com/work/11253478	
Journey to the End of the Night (1932)	https://www.librarything.com/work/16424	http://dbpedia.org/resource/Journey_to_the_End_of_the_Night
Lord of the Silver Bow (2005)	https://www.librarything.com/work/217357	
The Cazuela That the Farm Maiden Stirred	https://www.librarything.com/work/11066711	
Meet at the Ark at Eight (2005)	https://www.librarything.com/work/4741901	
The Stand: Captain Trips	https://www.librarything.com/work/9405285	
Attack of the Fluffy Bunnies	https://www.librarything.com/work/9444248	
Busy Toes	https://www.librarything.com/work/1021543	
The Keys of Egypt: The Race to Read the Hieroglyphs (2000)	https://www.librarything.com/work/2545324	
The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War (1996)	https://www.librarything.com/work/91888	
Stiff (1994)	https://www.librarything.com/work/216094	
Into the Wild Nerd Yonder (2009)	https://www.librarything.com/work/8603172	
Clark Griffith: The Old Fox of Washington Baseball	https://www.librarything.com/work/11202619	
Emerging Arab Voices: Nadwa 1: A Bilingual Reader (2011)	https://www.librarything.com/work/11038418	
The Boy Who Cried Wolf	https://www.librarything.com/work/1126782	
One Vacant Chair	https://www.librarything.com/work/532395	
The Killing Dance (1997)	https://www.librarything.com/work/11403	http://dbpedia.org/resource/The_Killing_Dance
Dark Hollow	https://www.librarything.com/work/1093025	
The Codex (2003)	https://www.librarything.com/work/49737	http://dbpedia.org/resource/The_Rivan_Codex
Arms-Commander	https://www.librarything.com/work/9125763	
Made to Be Broken	https://www.librarything.com/work/5144216	
The Stress Free You: How to Live Stress Free and Feel Great Everyday,…	https://www.librarything.com/work/13069973	
A Tinfoil Sky	https://www.librarything.com/work/12112274	
Star Trek: The Motion Picture [novelization]	https://www.librarything.com/work/40152	http://dbpedia.org/resource/Star_Trek:_The_Motion_Picture_(novel)
Holly Blues	https://www.librarything.com/work/8908702	
Children of the Sea, Volume 1	https://www.librarything.com/work/7859223	
George's Marvelous Medicine (1980)	https://www.librarything.com/work/28674	http://dbpedia.org/resource/George's_Marvellous_Medicine
The Air We Breathe	https://www.librarything.com/work/3219594	
Grub	https://www.librarything.com/work/3215446	
Night Play	https://www.librarything.com/work/16221	
Elvis and the Blue Christmas Corpse	https://www.librarything.com/work/12890654	
The Three Bears (1972)	https://www.librarything.com/work/273110	
Burger Wuss	https://www.librarything.com/work/134913	
Tamburlaine Must Die (2004)	https://www.librarything.com/work/63637	http://dbpedia.org/resource/Tamburlaine_Must_Die
Try Not to Breathe (2012)	https://www.librarything.com/work/11521156	
Fray	https://www.librarything.com/work/3852	
The Burn Journals (2004)	https://www.librarything.com/work/12169	
Tethered (2008)	https://www.librarything.com/work/5567672	
The Garden of Happy Endings	https://www.librarything.com/work/12240151	
If There Be Thorns	https://www.librarything.com/work/12158	
The Hand of Chaos (1993)	https://www.librarything.com/work/131760	http://dbpedia.org/resource/The_Hand_of_Chaos
The Towers of Trebizond (1956)	https://www.librarything.com/work/106585	http://dbpedia.org/resource/The_Towers_of_Trebizond
The Plantation	https://www.librarything.com/work/2908197	
Lunch in Paris: A Love Story, with Recipes	https://www.librarything.com/work/9097325	
April Lady (1957)	https://www.librarything.com/work/1115685	http://dbpedia.org/resource/April_Lady
The Somme Stations	https://www.librarything.com/work/10742094	
The One: The Life and Music of James Brown	https://www.librarything.com/work/12047730	
The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw,… (1999)	https://www.librarything.com/work/112213	
Hybrids	https://www.librarything.com/work/27799	
Little Women (Macmillan Readers)	https://www.librarything.com/work/9075058	
Wicked Nights	https://www.librarything.com/work/12291216	
The Vintage Vendetta	https://www.librarything.com/work/9768904	
The Bastard King (1974)	https://www.librarything.com/work/842549	
Don't Shoot the Dog! The New Art of Teaching and Training	https://www.librarything.com/work/176470	
Blood of Kings	https://www.librarything.com/work/14014006	
The Somnambulist (2011)	https://www.librarything.com/work/10798870	
Working Stiff	https://www.librarything.com/work/10690627	
Breaking Clean	https://www.librarything.com/work/270212	
School Blues (2007)	https://www.librarything.com/work/4130853	
The Athlete's Clock: How Biology and Time Affect Sport Performance (2011)	https://www.librarything.com/work/11144492	
Lost Souls (2004)	https://www.librarything.com/work/489437	
Birds (2009)	https://www.librarything.com/work/7936588	
The Dracula Dossier: A Novel of Suspense (2008)	https://www.librarything.com/work/5548052	
Bubba and Beau Meet the Relatives	https://www.librarything.com/work/946396	
The Bride Wore Blue: A Novel	https://www.librarything.com/work/12442914	
Whitetail Rock (2011)	https://www.librarything.com/work/11802050	
Devil's Cub (1932)	https://www.librarything.com/work/18617	http://dbpedia.org/resource/Devil's_Cub
The Day of the Jackal (1971)	https://www.librarything.com/work/11622	http://dbpedia.org/resource/The_Day_of_the_Jackal
Wolfsbane	https://www.librarything.com/work/10567571	
Down And Out in Manhattan	https://www.librarything.com/work/11784538	
The Lawyer's Secret (1862)	https://www.librarything.com/work/8117926	
Super Pop!: Pop Culture Top Ten Lists to Help You Win at Trivia, Survive…	https://www.librarything.com/work/13207929	
Axis (2007)	https://www.librarything.com/work/3092888	
Love in the Making	https://www.librarything.com/work/10742522	
Robert B. Parker's Lullaby	https://www.librarything.com/work/12147102	
The Forgetting Room (1997)	https://www.librarything.com/work/8109	
Bride of the Water God, Vol. 1	https://www.librarything.com/work/3847318	
The Keeper of Secrets	https://www.librarything.com/work/12052225	
The Princess and the Pea	https://www.librarything.com/work/404067	
The Recruit: A Highland Guard Novel	https://www.librarything.com/work/12763293	
The Palace of Illusions (2008)	https://www.librarything.com/work/3720169	
The Garden of Evening Mists	https://www.librarything.com/work/12422078	
Preacher Vol. 9: Alamo	https://www.librarything.com/work/5877	
The Girl With No Name: The Incredible True Story of a Child Raised by… (2013)	https://www.librarything.com/work/13511883	
Prince of Ice (2006)	https://www.librarything.com/work/1419271	
Tico and the Golden Wings	https://www.librarything.com/work/1853158	
