label	imdb_URI	DBpedia16_URI
Pyromaniac's Love Story, A (1995)	https://www.imdb.com/title/tt0114210/	http://dbpedia.org/resource/A_Pyromaniac's_Love_Story
Panther (1995)	https://www.imdb.com/title/tt0114084/	http://dbpedia.org/resource/The_Pink_Panther_(1963_film)
Pushing Hands (Tui shou) (1992)	https://www.imdb.com/title/tt0105652/	http://dbpedia.org/resource/Pushing_Hands_(film)
Priest (1994)	https://www.imdb.com/title/tt0110889/	http://dbpedia.org/resource/Priest_(1994_film)
Picture Bride (Bijo photo) (1994)	https://www.imdb.com/title/tt0114129/	http://dbpedia.org/resource/Picture_Bride_(film)
Queen Margot (Reine Margot, La) (1994)	https://www.imdb.com/title/tt0110963/	
Quick and the Dead, The (1995)	https://www.imdb.com/title/tt0114214/	http://dbpedia.org/resource/The_Quick_and_the_Dead_(1995_film)
Roommates (1995)	https://www.imdb.com/title/tt0114296/	http://dbpedia.org/resource/Roommates_(1995_film)
Ready to Wear (Pret-A-Porter) (1994)	https://www.imdb.com/title/tt0110907/	
Three Colors: Red (Trois couleurs: Rouge) (1994)	https://www.imdb.com/title/tt0111495/	http://dbpedia.org/resource/Three_Colors:_Red
Three Colors: Blue (Trois couleurs: Bleu) (1993)	https://www.imdb.com/title/tt0108394/	http://dbpedia.org/resource/Three_Colors:_Blue
Three Colors: White (Trzy kolory: Bialy) (1994)	https://www.imdb.com/title/tt0111507/	http://dbpedia.org/resource/Three_Colors:_White
Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)	https://www.imdb.com/title/tt0110769/	http://dbpedia.org/resource/Red_Firecracker,_Green_Firecracker
Rent-a-Kid (1995)	https://www.imdb.com/title/tt0114268/	http://dbpedia.org/resource/Rent-a-Kid
Relative Fear (1994)	https://www.imdb.com/title/tt0110965/	http://dbpedia.org/resource/Relative_Fear
Stuart Saves His Family (1995)	https://www.imdb.com/title/tt0114571/	http://dbpedia.org/resource/Stuart_Saves_His_Family
Swan Princess, The (1994)	https://www.imdb.com/title/tt0111333/	http://dbpedia.org/resource/The_Swan_Princess
Secret of Roan Inish, The (1994)	https://www.imdb.com/title/tt0111112/	http://dbpedia.org/resource/The_Secret_of_Roan_Inish
Specialist, The (1994)	https://www.imdb.com/title/tt0111255/	http://dbpedia.org/resource/The_Specialist
Shallow Grave (1994)	https://www.imdb.com/title/tt0111149/	http://dbpedia.org/resource/Shallow_Grave
Suture (1993)	https://www.imdb.com/title/tt0108260/	http://dbpedia.org/resource/Suture_(film)
Strawberry and Chocolate (Fresa y chocolate) (1993)	https://www.imdb.com/title/tt0106966/	
Swimming with Sharks (1995)	https://www.imdb.com/title/tt0114594/	http://dbpedia.org/resource/Swimming_with_Sharks
Sum of Us, The (1994)	https://www.imdb.com/title/tt0111309/	http://dbpedia.org/resource/The_Sum_of_Us_(film)
National Lampoon's Senior Trip (1995)	https://www.imdb.com/title/tt0113936/	http://dbpedia.org/resource/National_Lampoon's_Senior_Trip
To Live (Huozhe) (1994)	https://www.imdb.com/title/tt0110081/	http://dbpedia.org/resource/To_Live_(1994_film)
Tank Girl (1995)	https://www.imdb.com/title/tt0114614/	http://dbpedia.org/resource/Tank_Girl_(film)
Tales from the Crypt Presents: Demon Knight (1995)	https://www.imdb.com/title/tt0114608/	http://dbpedia.org/resource/Demon_Knight
Tales from the Hood (1995)	https://www.imdb.com/title/tt0114609/	http://dbpedia.org/resource/Tales_from_the_Hood
Tom & Viv (1994)	https://www.imdb.com/title/tt0111454/	http://dbpedia.org/resource/Tom_&_Viv
Village of the Damned (1995)	https://www.imdb.com/title/tt0114852/	http://dbpedia.org/resource/Village_of_the_Damned_(1995_film)
Tommy Boy (1995)	https://www.imdb.com/title/tt0114694/	http://dbpedia.org/resource/Tommy_Boy
Vanya on 42nd Street (1994)	https://www.imdb.com/title/tt0111590/	http://dbpedia.org/resource/Vanya_on_42nd_Street
Underneath (1995)	https://www.imdb.com/title/tt0114788/	http://dbpedia.org/resource/Underneath_the_Arches_(film)
Walking Dead, The (1995)	https://www.imdb.com/title/tt0114888/	http://dbpedia.org/resource/The_Walking_Dead_(1995_film)
Virtuosity (1995)	https://www.imdb.com/title/tt0114857/	http://dbpedia.org/resource/Virtuosity
War, The (1994)	https://www.imdb.com/title/tt0111667/	http://dbpedia.org/resource/The_War_(1994_film)
Double Happiness (1994)	https://www.imdb.com/title/tt0109655/	http://dbpedia.org/resource/Double_Happiness_(film)
Muriel's Wedding (1994)	https://www.imdb.com/title/tt0110598/	http://dbpedia.org/resource/Muriel's_Wedding
Baby-Sitters Club, The (1995)	https://www.imdb.com/title/tt0112435/	http://dbpedia.org/resource/The_Baby-Sitters_Club_(film)
Adventures of Priscilla, Queen of the Desert, The (1994)	https://www.imdb.com/title/tt0109045/	http://dbpedia.org/resource/The_Adventures_of_Priscilla,_Queen_of_the_Desert
Backbeat (1993)	https://www.imdb.com/title/tt0106339/	http://dbpedia.org/resource/Backbeat_(film)
Bitter Moon (1992)	https://www.imdb.com/title/tt0104779/	http://dbpedia.org/resource/Bitter_Moon
Bullets Over Broadway (1994)	https://www.imdb.com/title/tt0109348/	http://dbpedia.org/resource/Bullets_over_Broadway
Corrina, Corrina (1994)	https://www.imdb.com/title/tt0109484/	http://dbpedia.org/resource/Corrina,_Corrina_(film)
Crooklyn (1994)	https://www.imdb.com/title/tt0109504/	http://dbpedia.org/resource/Crooklyn
Cobb (1994)	https://www.imdb.com/title/tt0109450/	http://dbpedia.org/resource/Cobb_(film)
Flintstones, The (1994)	https://www.imdb.com/title/tt0109813/	http://dbpedia.org/resource/The_Flintstones:_On_the_Rocks
Higher Learning (1995)	https://www.imdb.com/title/tt0113305/	http://dbpedia.org/resource/Higher_Learning
I Like It Like That (1994)	https://www.imdb.com/title/tt0110091/	http://dbpedia.org/resource/I_Like_It_Like_That_(film)
I Love Trouble (1994)	https://www.imdb.com/title/tt0110093/	
It Could Happen to You (1994)	https://www.imdb.com/title/tt0110167/	http://dbpedia.org/resource/It_Could_Happen_to_You_(film)
Jungle Book, The (1994)	https://www.imdb.com/title/tt0110213/	http://dbpedia.org/resource/Rudyard_Kipling's_The_Jungle_Book
Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)	https://www.imdb.com/title/tt0107472/	
Little Buddha (1993)	https://www.imdb.com/title/tt0107426/	http://dbpedia.org/resource/Little_Buddha
Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)	https://www.imdb.com/title/tt0111686/	http://dbpedia.org/resource/Wes_Craven's_New_Nightmare
Mrs. Parker and the Vicious Circle (1994)	https://www.imdb.com/title/tt0110588/	http://dbpedia.org/resource/Mrs._Parker_and_the_Vicious_Circle
Naked Gun 33 1/3: The Final Insult (1994)	https://www.imdb.com/title/tt0110622/	
Paper, The (1994)	https://www.imdb.com/title/tt0110771/	http://dbpedia.org/resource/Paper_Moon_(film)
Reality Bites (1994)	https://www.imdb.com/title/tt0110950/	http://dbpedia.org/resource/Reality_Bites
Red Rock West (1992)	https://www.imdb.com/title/tt0105226/	http://dbpedia.org/resource/Red_Rock_West
Richie Rich (1994)	https://www.imdb.com/title/tt0110989/	http://dbpedia.org/resource/Richie_Rich_(film)
Safe Passage (1994)	https://www.imdb.com/title/tt0111054/	http://dbpedia.org/resource/Safe_Passage_(film)
River Wild, The (1994)	https://www.imdb.com/title/tt0110997/	http://dbpedia.org/resource/Wild_River_(film)
Speechless (1994)	https://www.imdb.com/title/tt0111256/	http://dbpedia.org/resource/Speechless
Timecop (1994)	https://www.imdb.com/title/tt0111438/	http://dbpedia.org/resource/Timecop
When a Man Loves a Woman (1994)	https://www.imdb.com/title/tt0111693/	http://dbpedia.org/resource/When_a_Man_Loves_a_Woman_(film)
Wolf (1994)	https://www.imdb.com/title/tt0111742/	http://dbpedia.org/resource/Wolf_(1994_film)
Wyatt Earp (1994)	https://www.imdb.com/title/tt0111756/	http://dbpedia.org/resource/Wyatt_Earp_(film)
Bad Company (1995)	https://www.imdb.com/title/tt0112443/	http://dbpedia.org/resource/Bad_Company_(1995_film)
Man of No Importance, A (1994)	https://www.imdb.com/title/tt0110455/	http://dbpedia.org/resource/A_Man_of_No_Importance_(film)
S.F.W. (1994)	https://www.imdb.com/title/tt0111048/	http://dbpedia.org/resource/S.F.W.
Low Down Dirty Shame, A (1994)	https://www.imdb.com/title/tt0110399/	http://dbpedia.org/resource/A_Low_Down_Dirty_Shame
Boys Life (1995)	https://www.imdb.com/title/tt0112570/	http://dbpedia.org/resource/Boys_Life_(film)
Colonel Chabert, Le (1994)	https://www.imdb.com/title/tt0109454/	
Faster Pussycat! Kill! Kill! (1965)	https://www.imdb.com/title/tt0059170/	http://dbpedia.org/resource/Faster,_Pussycat!_Kill!_Kill!
Jason's Lyric (1994)	https://www.imdb.com/title/tt0110186/	http://dbpedia.org/resource/Jason's_Lyric
Secret Adventures of Tom Thumb, The (1993)	https://www.imdb.com/title/tt0108069/	http://dbpedia.org/resource/The_Secret_Adventures_of_Tom_Thumb
Street Fighter (1994)	https://www.imdb.com/title/tt0111301/	http://dbpedia.org/resource/Street_Fighter_(1994_film)
Coldblooded (1995)	https://www.imdb.com/title/tt0112702/	http://dbpedia.org/resource/Coldblooded_(film)
Desert Winds (1995)	https://www.imdb.com/title/tt0112849/	
Fall Time (1995)	https://www.imdb.com/title/tt0113014/	http://dbpedia.org/resource/Fall_Time
Fear, The (1995)	https://www.imdb.com/title/tt0113043/	
Frank and Ollie (1995)	https://www.imdb.com/title/tt0113104/	http://dbpedia.org/resource/Frank_and_Ollie
Girl in the Cadillac (1995)	https://www.imdb.com/title/tt0113173/	http://dbpedia.org/resource/Girl_in_the_Cadillac
Homage (1995)	https://www.imdb.com/title/tt0113319/	http://dbpedia.org/resource/Homage_to_Chagall:_The_Colours_of_Love
Mirage (1995)	https://www.imdb.com/title/tt0113827/	http://dbpedia.org/resource/Mirage_(1965_film)
Open Season (1996)	https://www.imdb.com/title/tt0114047/	http://dbpedia.org/resource/Open_Season
Two Crimes (Dos crímenes) (1995)	https://www.imdb.com/title/tt0112889/	
Brother Minister: The Assassination of Malcolm X (1994)	https://www.imdb.com/title/tt0109339/	
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)	https://www.imdb.com/title/tt0110027/	http://dbpedia.org/resource/Highlander_III:_The_Sorcerer
Federal Hill (1994)	https://www.imdb.com/title/tt0109785/	
In the Mouth of Madness (1995)	https://www.imdb.com/title/tt0113409/	http://dbpedia.org/resource/In_the_Mouth_of_Madness
8 Seconds (1994)	https://www.imdb.com/title/tt0109021/	http://dbpedia.org/resource/8_Seconds
Above the Rim (1994)	https://www.imdb.com/title/tt0109035/	http://dbpedia.org/resource/Above_the_Rim
Martin Lawrence: You So Crazy (1994)	https://www.imdb.com/title/tt0111804/	http://dbpedia.org/resource/You_So_Crazy
Age of Innocence, The (1993)	https://www.imdb.com/title/tt0106226/	http://dbpedia.org/resource/The_Age_of_Innocence_(1993_film)
Airheads (1994)	https://www.imdb.com/title/tt0109068/	http://dbpedia.org/resource/Airheads
Air Up There, The (1994)	https://www.imdb.com/title/tt0109067/	http://dbpedia.org/resource/The_Air_Up_There
Another Stakeout (1993)	https://www.imdb.com/title/tt0106292/	http://dbpedia.org/resource/Another_Stakeout
Bad Girls (1994)	https://www.imdb.com/title/tt0109198/	http://dbpedia.org/resource/Bad_Girls
Barcelona (1994)	https://www.imdb.com/title/tt0109219/	http://dbpedia.org/resource/Barcelona_(film)
Being Human (1993)	https://www.imdb.com/title/tt0106379/	http://dbpedia.org/resource/Being_Human_(1994_film)
Beverly Hillbillies, The (1993)	https://www.imdb.com/title/tt0106400/	http://dbpedia.org/resource/The_Beverly_Hillbillies_(film)
Black Beauty (1994)	https://www.imdb.com/title/tt0109279/	http://dbpedia.org/resource/Black_Beauty_(1994_film)
Blink (1994)	https://www.imdb.com/title/tt0109297/	http://dbpedia.org/resource/Blink_(film)
Blown Away (1994)	https://www.imdb.com/title/tt0109303/	http://dbpedia.org/resource/Blown_Away_(1994_film)
Blue Chips (1994)	https://www.imdb.com/title/tt0109305/	http://dbpedia.org/resource/Blue_Chips
Blue Sky (1994)	https://www.imdb.com/title/tt0109306/	http://dbpedia.org/resource/Blue_Sky_(film)
Body Snatchers (1993)	https://www.imdb.com/title/tt0106452/	http://dbpedia.org/resource/Body_Snatchers_(1993_film)
Boxing Helena (1993)	https://www.imdb.com/title/tt0106471/	http://dbpedia.org/resource/Boxing_Helena
Bronx Tale, A (1993)	https://www.imdb.com/title/tt0106489/	http://dbpedia.org/resource/A_Bronx_Tale
Cabin Boy (1994)	https://www.imdb.com/title/tt0109361/	http://dbpedia.org/resource/Cabin_Boy
Calendar Girl (1993)	https://www.imdb.com/title/tt0106505/	
Carlito's Way (1993)	https://www.imdb.com/title/tt0106519/	http://dbpedia.org/resource/Carlito's_Way
City Slickers II: The Legend of Curly's Gold (1994)	https://www.imdb.com/title/tt0109439/	http://dbpedia.org/resource/City_Slickers_II:_The_Legend_of_Curly's_Gold
Clean Slate (1994)	https://www.imdb.com/title/tt0109443/	http://dbpedia.org/resource/Clean_Slate_(1994_film)
Coneheads (1993)	https://www.imdb.com/title/tt0106598/	http://dbpedia.org/resource/Coneheads_(film)
Color of Night (1994)	https://www.imdb.com/title/tt0109456/	http://dbpedia.org/resource/Color_of_Night
Cops and Robbersons (1994)	https://www.imdb.com/title/tt0109480/	
Cowboy Way, The (1994)	https://www.imdb.com/title/tt0109493/	http://dbpedia.org/resource/The_Cowboy_Way_(film)
Dangerous Game (1993)	https://www.imdb.com/title/tt0106660/	
Dazed and Confused (1993)	https://www.imdb.com/title/tt0106677/	http://dbpedia.org/resource/Dazed_and_Confused
Endless Summer 2, The (1994)	https://www.imdb.com/title/tt0109729/	http://dbpedia.org/resource/The_Endless_Summer_II
Even Cowgirls Get the Blues (1993)	https://www.imdb.com/title/tt0106834/	http://dbpedia.org/resource/Even_Cowgirls_Get_the_Blues_(film)
Fatal Instinct (1993)	https://www.imdb.com/title/tt0106873/	http://dbpedia.org/resource/Fatal_Instinct
Farewell My Concubine (Ba wang bie ji) (1993)	https://www.imdb.com/title/tt0106332/	http://dbpedia.org/resource/Farewell_My_Concubine_(film)
Favor, The (1994)	https://www.imdb.com/title/tt0109783/	http://dbpedia.org/resource/The_Favor_(2006_film)
Fearless (1993)	https://www.imdb.com/title/tt0106881/	http://dbpedia.org/resource/Fearless_(1993_film)
Fear of a Black Hat (1994)	https://www.imdb.com/title/tt0106880/	http://dbpedia.org/resource/Fear_of_a_Black_Hat
With Honors (1994)	https://www.imdb.com/title/tt0111732/	http://dbpedia.org/resource/With_Honors_(film)
Flesh and Bone (1993)	https://www.imdb.com/title/tt0106926/	http://dbpedia.org/resource/Flesh_and_Bone_(film)
Widows' Peak (1994)	https://www.imdb.com/title/tt0111712/	http://dbpedia.org/resource/Widows'_Peak
For Love or Money (1993)	https://www.imdb.com/title/tt0106941/	http://dbpedia.org/resource/For_Love_or_Money_(1993_film)
Free Willy (1993)	https://www.imdb.com/title/tt0106965/	http://dbpedia.org/resource/Free_Willy
Fresh (1994)	https://www.imdb.com/title/tt0109842/	http://dbpedia.org/resource/Fresh_(1994_film)
Geronimo: An American Legend (1993)	https://www.imdb.com/title/tt0107004/	http://dbpedia.org/resource/Geronimo:_An_American_Legend
Getaway, The (1994)	https://www.imdb.com/title/tt0109890/	http://dbpedia.org/resource/The_Getaway_(1994_film)
Getting Even with Dad (1994)	https://www.imdb.com/title/tt0109891/	http://dbpedia.org/resource/Getting_Even_with_Dad
Go Fish (1994)	https://www.imdb.com/title/tt0109913/	http://dbpedia.org/resource/Go_Fish_(film)
Good Man in Africa, A (1994)	https://www.imdb.com/title/tt0109920/	http://dbpedia.org/resource/A_Good_Man_in_Africa
Guilty as Sin (1993)	https://www.imdb.com/title/tt0107057/	http://dbpedia.org/resource/Guilty_as_Sin
Hard Target (1993)	https://www.imdb.com/title/tt0107076/	http://dbpedia.org/resource/Hard_Target
Heaven & Earth (1993)	https://www.imdb.com/title/tt0107096/	http://dbpedia.org/resource/Heaven_&_Earth_(1993_film)
Hot Shots! Part Deux (1993)	https://www.imdb.com/title/tt0107144/	http://dbpedia.org/resource/Hot_Shots!_Part_Deux
Live Nude Girls (1995)	https://www.imdb.com/title/tt0113674/	http://dbpedia.org/resource/Live_Nude_Girls
Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)	https://www.imdb.com/title/tt0112966/	http://dbpedia.org/resource/The_Englishman_Who_Went_Up_a_Hill_But_Came_Down_a_Mountain
House of the Spirits, The (1993)	https://www.imdb.com/title/tt0107151/	http://dbpedia.org/resource/The_House_of_the_Spirits_(film)
House Party 3 (1994)	https://www.imdb.com/title/tt0110064/	http://dbpedia.org/resource/House_Party_3
Hudsucker Proxy, The (1994)	https://www.imdb.com/title/tt0110074/	http://dbpedia.org/resource/The_Hudsucker_Proxy
I'll Do Anything (1994)	https://www.imdb.com/title/tt0110097/	http://dbpedia.org/resource/I'll_Do_Anything
In the Army Now (1994)	https://www.imdb.com/title/tt0110123/	http://dbpedia.org/resource/In_the_Army_Now_(film)
In the Name of the Father (1993)	https://www.imdb.com/title/tt0107207/	
Inkwell, The (1994)	https://www.imdb.com/title/tt0110137/	http://dbpedia.org/resource/Out_of_the_Inkwell
What's Love Got to Do with It? (1993)	https://www.imdb.com/title/tt0108551/	http://dbpedia.org/resource/What's_Love_Got_to_Do_with_It_(film)
Jimmy Hollywood (1994)	https://www.imdb.com/title/tt0110197/	http://dbpedia.org/resource/Jimmy_Hollywood
Judgment Night (1993)	https://www.imdb.com/title/tt0107286/	http://dbpedia.org/resource/Judgment_Night_(film)
Kalifornia (1993)	https://www.imdb.com/title/tt0107302/	http://dbpedia.org/resource/Kalifornia
Killing Zoe (1994)	https://www.imdb.com/title/tt0110265/	http://dbpedia.org/resource/Killing_Zoe
King of the Hill (1993)	https://www.imdb.com/title/tt0107322/	http://dbpedia.org/resource/King_of_the_Hill_(film)
Lassie (1994)	https://www.imdb.com/title/tt0110305/	http://dbpedia.org/resource/Lassie_(1994_film)
Last Action Hero (1993)	https://www.imdb.com/title/tt0107362/	http://dbpedia.org/resource/Last_Action_Hero
Life with Mikey (1993)	https://www.imdb.com/title/tt0107413/	http://dbpedia.org/resource/Life_with_Mikey
Lightning Jack (1994)	https://www.imdb.com/title/tt0110353/	http://dbpedia.org/resource/Lightning_Jack
M. Butterfly (1993)	https://www.imdb.com/title/tt0107468/	http://dbpedia.org/resource/M._Butterfly_(film)
Made in America (1993)	https://www.imdb.com/title/tt0107478/	http://dbpedia.org/resource/Made_in_America
Malice (1993)	https://www.imdb.com/title/tt0107497/	http://dbpedia.org/resource/Malice_(film)
Man Without a Face, The (1993)	https://www.imdb.com/title/tt0107501/	http://dbpedia.org/resource/The_Man_Without_a_Face_(1928_serial)
